Epoch,Accuracy,F1 Weighted,F1 Macro,F1 Micro,Loss
0,0.5666208791208791,0.5590480467602222,0.4463518229521095,0.5666208791208791,1.0367724761203094
1,0.7142857142857143,0.7016328194595536,0.5556670309417805,0.7142857142857143,0.7535437505978805
2,0.7960164835164835,0.7824900547988479,0.6345661000872661,0.7960164835164835,0.5903535383743245
3,0.8310439560439561,0.8200080159939551,0.6804305946500965,0.8310439560439561,0.49277591197700293
4,0.8269230769230769,0.8156813998926571,0.6728889324938829,0.8269230769230769,0.5257212834043817
5,0.8296703296703297,0.8176969374429286,0.6801647025516605,0.8296703296703297,0.5117798711244876
6,0.8413461538461539,0.8287462856965282,0.6794424641032297,0.8413461538461539,0.44707099814991375
7,0.8701923076923077,0.8546721764178236,0.7035839699362789,0.8701923076923077,0.41919149180035015
8,0.8626373626373627,0.8540330414549533,0.7354145255285576,0.8626373626373627,0.4018839723788775
9,0.8853021978021978,0.8748839795392969,0.7461879945106826,0.8853021978021979,0.3509346641354508
10,0.8434065934065934,0.8311289841414327,0.6959596056081786,0.8434065934065934,0.4233919552394322
11,0.8873626373626373,0.8770922564128257,0.7418947550876567,0.8873626373626373,0.35592457005283334
12,0.8887362637362637,0.8786786964123967,0.7523275665458073,0.8887362637362637,0.33728544152044987
13,0.8804945054945055,0.8729353583061221,0.7649660066685771,0.8804945054945055,0.3629939094349578
14,0.8949175824175825,0.8865960219112924,0.7789195314156038,0.8949175824175825,0.2939894860917395
15,0.896978021978022,0.8875334223954492,0.7628013432722679,0.896978021978022,0.3354684343704811
16,0.9141483516483516,0.9056226445620038,0.7875610360752678,0.9141483516483516,0.25667152463734805
17,0.9175824175824175,0.9104618872005826,0.8056141283599693,0.9175824175824175,0.2402163838128467
18,0.9093406593406593,0.9017965333019298,0.7912676984310344,0.9093406593406593,0.2492399771626179
19,0.9168956043956044,0.9100743104644008,0.8039902755205246,0.9168956043956044,0.2412667263012666
20,0.9271978021978022,0.9230634933317824,0.8354775176847824,0.9271978021978022,0.2252582937151521
21,0.929945054945055,0.923535237260852,0.827229884274645,0.929945054945055,0.1997633090877271
22,0.9251373626373627,0.9197967893765505,0.8219912953168939,0.9251373626373627,0.20674293619263304
23,0.9388736263736264,0.9334524081254815,0.837504300785135,0.9388736263736264,0.16824319909562122
24,0.9457417582417582,0.942904276062562,0.8709772845632093,0.9457417582417582,0.15869251908836784
25,0.9519230769230769,0.949258162907832,0.8731619296613997,0.9519230769230769,0.14626273259029285
26,0.948489010989011,0.9462283522743274,0.8818031246178916,0.948489010989011,0.14471970711435592
27,0.9423076923076923,0.9391223385642162,0.8676128559769176,0.9423076923076923,0.15309339712609302
28,0.9498626373626373,0.9457746588112905,0.8664833655807317,0.9498626373626373,0.14087876341827624
29,0.9532967032967034,0.951221165249809,0.8910797344693719,0.9532967032967034,0.14502046535630803
